id,text,Subject,Object,Sender,Receiver,Helper,Opponent
UgxP01WtlWv5ixEJlIt4AaABAg,can someone please be honest about why there has been War between this Two countries...... let all be sincere.... and bring the truth and false to an open Market for us all to Judge.... The Fact that religion gave Birth to Politics and not ( Humanities)... Let not forget that Russia leads the Syria War. They Robe the Full Country.... I see Thirds World Wars... Don't be too Blind to see.... The EU & UN knows this. Russian Stated it and Russian will ends it.....,audience/commenter,information,,audience/commenter,,
UgzGu5VRp8zbMjMlTyF4AaABAg,My only question is why are israeel attacks termed as defence but of Palestinians as terr**ism??? Palestine will be free inshallah…israeel is sreaping  what it had been  sowing  for the past 7 decades..,palestine/palestinians,rights/freedoms,,palestine/palestinians,,israel/israelis
Ugy3Xc84lcf8pfHjrUd4AaABAg,"Mr.Burlatti and Morris trying to gaslight NF.
NF: you can perfectly understand native resistance against invasion without antisemitism.
BM: You're minimising antisemitism.
NF: In your book I couldn't find evidence that antisemitism was a chief motor to arab resistance against sionism.
Boretti: Did he make that claim?
BM: I don't remember the word chief.
Buriotti and BM: BINARY THINKING BLACK AND WHITE.

Why would BM bring it up if he doesn't think it's important?",arabs,rights/freedoms,,,,israel/israelis
UgzmD-Tdlx7Kh3Y4uYd4AaABAg,Islam has always been here since the time of the prophet Adam peace be and blessings on him we're from this prophet not an agg and chicken allergy,muslims,territory,,,,
Ugz5cRHhyLJZqogdV8l4AaABAg,"The manner in which Israel has handled this war makes me wonder if the whole October 7 mayhem was not in fact an Israeli government set up with the original idea of doing a genocide. 
If President Biden cannot pull the US out of this genocide, I will NOT vote for him even though I supported Biden since he ran against Dukakis in 1988. Genocide is wrong, always.",israel/israelis,violence,,,united states,
UgwhvmC1zJbcIQ1r2YJ4AaABAg,So hamas fires the first shot and doesn’t wanna negotiate on land and literally “WANTS” war. But when they start getting their ass kicked then all of a sudden Israel are the bad guys?,hamas,violence,hamas,israel/israelis,,israel/israelis
UgyhepNUwAA49PFYzQ54AaABAg,The IDF has an army that is recognized as the strongest in the world.....with fighter jets...without fighter jets the IDF has nothing...words from a Palestinian girl,idf,power,,,,
UgzL1X7PkPp3YTYT0fB4AaABAg,"Heavenly Father we pray as one together for the hostages to be freed and no harm may come to them, In Jesus Christ Name we Pray through the Blood of the Lamb, Amen!",israel/israelis,security/safety,god/allah,israel/israelis,,
Ugwnlr9U6KYpML0s-814AaABAg,"Wait what??? Why is he NOW trying to “warn” Iran when he and China were just sending them weapons over to Hamas, etc????????? Something smells funny and I’m not talking about the stench coming from Kamala’s czar lie!!!",audience/commenter,information,,,,
UgzaiWFJqb1Shx99vQF4AaABAg,world is like a pack of lions here and a there creating a mob cold bl00ded monsters invading a certain area of land with all it's resources.. and when you aren't a lion .. you should be considering yourself a potential pray in their eyes .. so hide .. or be all one hand together people to defeat those lions that we all knowing by now but you should know also that they are vicious mean full power evil lions mob watching us they also finding you easier and easier over time to catch a snack even faster as we stand silent in the nature acting like animals I'm starting to think about who copy whom we or animals that copy the other .. I'm sure that I never saw any animal behaves like humans for one bit! but we done it alooot right?,,violence,,,,
UgzHaiNe_nuZvfOqJph4AaABAg,"Bravo , il faut dénoncer ces sionistes immondes qui ont tué de nombreux enfants et civiles. Pas de cadeau car en outre  ils détiennent des informations sensibles dans tous les pays vu qu'ils pénètrent les gouvernances et les divers entités connues.",,,,,,
UgwNUoSlzwTy-LgVoGx4AaABAg,The sad thing is this video covered a lot of topics but didn’t go into enough specifics because people wouldn’t be willing to watch a 40 min video,audience/commenter,information,video creator,audience/commenter,,
UgwzQoJz-ZvK6NxcFbV4AaABAg,"I’m a Muslim and as much as I disagree with the presenter on the left on Palestine I do hope he gets better and recovers from his terminal illness. That’s a really sad thing to hear. If you’re reading this, differences aside, get well soon mate.",,,,,,
UgwGp8H6Gbt1B1twJpp4AaABAg,Why the Arabs would accept !! Would you America or Germany accept thier land to be divided ! I’m sure we all know the freaking answer,arabs,territory,,,,
UgwA82hLCvYZ4FljZFl4AaABAg,Every day that Tehran exercises restraint only makes Israel look bad. The Hebrews want desperately to drag the US into a war and Iran is smart for not responding.😸,israel/israelis,violence,,,,iran
Ugy5WBI7okIaIuD66d54AaABAg,"You're talking about humanity but refering Hamaas as aatankwaadi... what about israel who has been killing innocent Palestinians since it is occupied Palestinian land. Dhruv, Please don't be hypocrite.  Be real. You're a pro Israeli. So be like that and show as that...",israel/israelis,violence,israel/israelis,palestine/palestinians,,
UgwSTkdV79kr5nO40md4AaABAg,"As a Christian, I can tell that Jerusalem being sacred to all three religions is just a myth. Tbf, it's only sacred to the Jews due to their historical connection to the land and their roots being there. Jerusalem isn't holy to Muslims at all. If you read Muslim sages' writings, you can see that they don't consider Jerusalem holy at all. One of them even said that Muslims shouldn't pass near the western wall because it's the place of the Jews who are sons of monkeys and pigs.",jews,territory,,,,muslims
Ugx0ElxcPQ9dZiGkjuh4AaABAg,"Do a video on the Carpatho-Ukraine War (1939), a conflict between the Czechoslovak breakaway state of “ Carpatho-Ukraine “ vs Kingdom of Hungary just before WW2.",,,,,,
Ugy_JzYY0kOqbvqcNAZ4AaABAg,"Don't be deceived by what you're watching, there's much more to the story. And anyone with a Pager, Walkie Talky, Cell Phone, and so on, Beware.",audience/commenter,information,,,,
UgzN1qk9Uduxu-LXt2Z4AaABAg,"All these people - young hostages,  children  in Gaza, Russians and Ukrainians and on and on .... they were living, then after senseless leadership they are now all dead! Will this senseless cruelty and waste ever ever end?",both sides,rights/freedoms,,,,
UgxeF8TQ5nzvBm83THd4AaABAg,"Professor Pappé, Decent and Humanist People like you make me still believe in Humanity and feel proud that we have Jewish and Israeli Historians with Principles and Courage! You , Professors Avi Shlaim, Shlomo Sand should get the Nobel Prize for your unparalleled historical works.",audience/commenter,information,video creator,audience/commenter,video creator,
UgwUsgvXIUBjmRBrZl14AaABAg,"Lesley,
You conveniently forgot to mention that the burned out homes & cars were mostly due to ""friendly fire"" from Hellfire Missles from IDF Apache gunships.
Rationed food, if so, would have been due to Zionist Israel starving Gazans.
As to physical & sexual abuse of captives of Hamas in any significant numbers or seriousness.
This""doctor"" is a Zionist Israel Butcherer's propaganda tool, either grossly missinformed or lying thru his teeth.",zionists,violence,zionists,palestine/palestinians,,
Ugy8BZKzkeVmUNqdUY94AaABAg,Remarkable how people still claim that anti Zionism isn't anti semitism. It's becoming more and more overt how people hate Israel because they hate Jews such as with this guy.,jews,rights/freedoms,,,,
UgyCycOAYzxJV8r0Goh4AaABAg,"You lost the 1948 war, the Jews got to build a state in their ancestral homeland, the State of Israel is not going anywhere...Israel will remain free, sorry if that hurts your feelings",israel/israelis,territory,,,,
UgzC2s8CWMEtJiY2pLN4AaABAg,"I'm stopping at 3:27 because I have no idea who you're talking about or why. Is that my problem or yours? I dunno, but my income isn't based on what I do or do not know (I mean, it clearly is, but that sounded so good in my head I couldn't pass on it)",audience/commenter,information,,,,video creator
UgyMhFBv-t_K2grHFlR4AaABAg,Bangladesh Hindus are also being tortured and shops looted by Islamic extremists. When the hatred will stop all violence will end. Human rights organiasations must work for rights of Human beings also. Hindus have right to exist.,india,rights/freedoms,,,,extremists
UgzZWMhames9OkHsz5t4AaABAg,"She was forced to say those words. She looked emanciated and skinny.  The poor girl was forced to scream! And then shot in the most horrendous way by the criminals, psychotic minds of Hamas.",hamas,violence,hamas,israel/israelis,,
UgySWW2KQFg-1LTL5_p4AaABAg,4 grown men walking in a middle of a war zone holding blanckets that visibly contain object after hamas used that tactics countless times and even published videos of them doing it,,,,,,
Ugw8-mkOVoOGj7x8DSR4AaABAg,"These hostages are speaking whatever hamas is instructing to speak otherwise nobody wants to betray his/her oun country , noone insist people to blame his/her oun country . Even if Israel stops screwing hamas the hamas will not release these hostages, these hostages are have been told big lies that they will be released if they speak against their oun country Patriotic Leaders . Shame on hamas , Iran & UN",audience/commenter,information,,,,hamas
Ugzgr-UWwYbwtnS2VOd4AaABAg,"The odd thing is that the ""Eyes of Israel"", the brave girls who were watching what Hamas was preparing, who were amongst the first killed, warned Israel.. they were ignored. Neyenyahu MUST have known of this. He is a criminal for this. He is instrumental in the genocide that is now going on.",israel/israelis,violence,,,,
UgxA3ehEXLHIXhLP3sl4AaABAg,"The Hamas figures are used as the UN, Oxfam, Save the Children, the International Red Cross and Crescent, UNICEF and many other respectable international groups that have investigated the Hamas figures have always found them to be accurate or underreported until completely verified. Israel has long been found to give false figures, largely exaggerated figures, and unverified accusations that are accepted by governments that fund it. Just look at the UNRWA situation alone. Look at the negotiations. Look at the Kibbutzim council reports on 7 October. All of these situations and more support Hamas' claims despite attacking them and annihilate the Likutz claims despite supporting them. Denying the history is de-facto denying the situation. Zionists invaded and obliterated entire villages throughout the 1930's before Israel was ever created, throughout the 1890's through to 1920's Zionists bought up land and eventually refused Arabs and Palestinians from buying or even renting property. After many massacres conducted by Zionists, including against British and UN forces stationed in the British Mandate of Palestine, Israel was created and due to their own conduct was attacked by the countries that accepted the influx of Palestinian refugees the ""Jews"" created. Supremacy is never right no matter how many Holocausts, Sho'at's, genocides or attacks one receives and certainly doesn't give the right to commit those very same acts against another people that had nothing to do with the Holocaust. The Holocaust that attempted to wipe out Communists, homosexuals, physically and mentally disables, Jews, Christians, Muslims, Slavs, Balts, Blacks, Romany Gypsies, and many others, which is conveniently forgotten by most who mention the Holocaust.",hamas,information,hamas,world,,israel/israelis
UgwugUQDYR6tgU05rHN4AaABAg,Atleast Israelis are smart enough they know what they doing who is ☪️ancer for humanity not dumb like UK and Europe who first allow illegal islamic immigration with open arms and now facing the riots and islamisation problem in UK and Europe. Today UK and Europe is on verge to become islamic state of Europe.,israel/israelis,power,,,,
Ugx8JzKq6qAZOynddpR4AaABAg,"Return the land you thief's!! Your sionist, you're not real Jews, return the land you stole to Palestinians, you are murderers, since the 40's hamas exist?? stop lying!! you are the only murderers here!!!",palestine/palestinians,territory,zionists,palestine/palestinians,,zionists
UgzcnyrdjMy_uf0awCx4AaABAg,"Emmanuel Jesus Christ God With Us In The Flesh🙏🏻 ♥️ 🇮🇱 🇵🇷 🇺🇸
  🇮🇱YOU WILL LOVE ISRAEL 🇮🇱 🇵🇷 🇺🇸 ♥️
Blessed are and will be the descendants of Abraham to whom the promises were given by the Almighty God Amen 🙏🏻 🇵🇷 🇮🇱 🇺🇸 ♥️ YHWH",israel/israelis,security/safety,god/allah,israel/israelis,,
UgzndjJZ9xQhNxIBKQd4AaABAg,"The reason has always been the same and it arose in the earliest days of Jewish society when adjacent societies witnessed the Jews achievements and successes and became jealous and resentful towards Jewry, when without the character and disciplines of the Jews, they were unable to achieve what the Jews did. Simple, with the simple solution of find within yourself the character and disciplines of the Jews and you will achieve the same. Or continue as people have for thousands of years in the oppression and persecution of Jewry, there is nothing recent about this and to promote that premise is simply to continue the anti-semitism of old. People need to place themselves in the big picture of history and ask themselves, “is what I do improve or damage society”?",jews,rights/freedoms,,,,
Ugzp5DxlStuTw6m6TjF4AaABAg,So what is the difference between what Nazis did Jews and what Jews doing to Palestinians is they besieged Gaza for 16+ yes and occupied and colonised killing innocent Palestine women and children torture them slowly killing them under hostage.,jews,violence,jews,palestine/palestinians,,
UgzIURRReIkzDTA0-VJ4AaABAg,"""In modern times, the first person to self-describe Palestine's Arabs as ""Palestinians"" was Khalil Beidas in 1898, followed by Salim Quba'in and Najib Nassar in 1902. After the 1908 Young Turk Revolution, which eased press censorship laws in the Ottoman Empire, dozens of newspapers and periodicals were founded in Palestine, and the term ""Palestinian"" expanded in usage.
During the Mandatory Palestine period, the term ""Palestinian"" was used to refer to all people residing there, regardless of religion or ethnicity, and those granted citizenship by the British Mandatory authorities were granted ""Palestinian citizenship""."" --Wiki Palestinian
Arabs have no claim to the land. They are occupying another sovereign nation as remnants of British colonialism attempting to steal land for Iran, a nation 30 times its size, and attack their religious enemy.",palestine/palestinians,territory,britain,palestine/palestinians,,arabs
UgzZdgpOa69nQqBEGw14AaABAg,"its the hostages way of winning thier captors favor, if they only knew that what ever they speakout death is inevitable they will curse thier captors.",,information,,,,
Ugy3xNaCSR9kE78p1eR4AaABAg,"As long as we continue to try and integrate different cultures and religions, conflicts, wars and innocent civilian deaths will continue - just like they have since the day mankind first walked on Earth.

Maybe we should copy the animal world - different species stay apart.",,peace,,,,both sides
Ugyq5oLSHBGyxzma7f54AaABAg,"The world don't tolerate israel. Just US, England, German and all its ally. ICJ already make statement netanyahu is war criminal. But US backing him up. US even invite netanyahu to congress assembly. And all US politician have standing ovation to netanyahu. Crazy Nazionist.",israel/israelis,power,west,israel/israelis,,united nations
UgwWnOtpq9g6x34Xa3J4AaABAg,"War has always been waged alongside media propaganda. Nobody fights conventional in the 24th century, there must always be the element of surprise & the guerilla approach. The next move will be to initiate negotiation for talks while enjoying the upperhand. Forget those WW3 scenarios because opposing sides would fight it off in small pockets but launch big on media wars.",,information,,,,
Ugyk-1qcJKZbFjUaKch4AaABAg,"How come nobody believe this man? He lied too mAny times.
He's the first Sec.of State that got scolded by Wanng Yi and politely lectured by Xi Jinpeng. 😂😂",audience/commenter,information,,,,
UgxrcjBcLTJ8hD0b0xJ4AaABAg,"I'm surprisingly you failed to mention extremely important events like the san remo agreements, the reason these so called jewish terrorist groups emerged, which was after initial arab terror attacks against jews like the hebron massacre, and not just new immigrant Jews. You forgot to mention the blatantly anti semitic leadership of the local arbas/palestinians like haj amin al husseini, who stirred up massacres against jews and later helped hitler in the holocaust. You forgot to mention how despite all that, Zionist development of the country encouraged arab immigration and created arab colonies around the zionist settlements. You forgot to mention how the british limited zionist immigration (illegal under international law) to appease the Arabs, which prompted jewish fighting against the british. 

You forgot to mention a lot of critical details related to the zionists. Somehow i feel like thats not by mistake.",jews,security/safety,zionists,jews,,arabs
Ugz9qmcT-trDHpi8mDp4AaABAg,"This is for all social media platforms, which have been censoring the comments against this ruthless colonial apartheid!! People have been using Tiktok and al Jazeera news!!",audience/commenter,information,,,,
Ugzg21HPZXknrQT4LQt4AaABAg,"Lord have mercy. Only God can help with series of calamity on Israel, like He did to Pharaoh and Egypt ( Exodus). Jesus take over and deliver the Palestinian people from this holocaust.",palestine/palestinians,security/safety,god/allah,palestine/palestinians,,israel/israelis
Ugy92mjvVWP6Eu-oHw14AaABAg,"The geopolitico-strategic dialectic between Ishrayel and Iran manifests itself in an intricate interplay of hegemonic aspirations and asymmetrical deterrence paradigms, wherein both entities engage in a multifaceted dance of subversion, utilizing a panoply of hybridized proxy mechanisms while navigating the labyrinthine quagmire of regional realpolitik. The ontological juxtaposition of ethno-religious identities and diametrically opposed ideological imperatives further exacerbates the geopolitical entanglement, as each nation-state oscillates between overt kinetic confrontations and covert cybernetic and psychological operations, all under the overarching specter of existential nuclear ambiguity, rendering any simplistic reductionism of their antagonism into conventional diplomatic discourse an epistemological fallacy.",both sides,power,,,,
UgzXUOyQ6KOYEjQTCLt4AaABAg,"This historical reading shows that no one in the region tolerated the existence of Jews except for Muslims. Ironically, you now see that Muslims are being punished by Jews for having done so.",jews,rights/freedoms,muslims,jews,,
UgxRiMkzSqiqqLTVzsN4AaABAg,I gotta disagree its a dangerous stupidity I wish it was just people calling for the end of mass killings but they try to do it with the argument of genocide Israel literally walking past a huge rally the other Sunday they Fkn said over a loud speaker death to America shits getting whacky bruhz,,,,,,
UgyQg5V1xtrx0jBkQax4AaABAg,"Updated now and has nothing to do with Narbach. The story begins now with foundlings and homeless people gathered from all over the world by Nazi Zionism, which is distorting the history of Jewish origins for the sake of Freemasonry Zionist control.",zionists,power,,,,
UgwW2-4LfwxfBk1b-Sl4AaABAg,"Iran design the hezbollah to gain wide connections in whole middle-east just to wipe out Israel someday in accordance to their religious book.
So very very bad goal....",iran,violence,iran,israel/israelis,,
UgxbJMJ1CHLuz6fYPuJ4AaABAg,Russia cares about former Russian citizens?! You are having a laugh! They don't care about those Russians sho live in the RF. Those Jews who immigrated from the Soviet Union were stripped of Russian citizenship and their properties confiscated. Don't be so naive,,,,,,
Ugys554oENKjsH2NKHR4AaABAg,"HYBERNATION coming to an end at last ! The whole World know for months -- Netanyahu love to target innocent people, specially women, children and babies after mixing them with Hamas !",israel/israelis,violence,israel/israelis,palestine/palestinians,,
Ugw-Du1Weq16IHebwAd4AaABAg,"A watershed moment in history for civilians, the Israeli Mossad is going beyond humanitarian laws since humanitarian laws have been established, what can we expect but the worst ever destruction of humanity since the established societies of our world",israel/israelis,violence,israel/israelis,palestine/palestinians,,
UgyuK05VZx-QITueJBp4AaABAg,"as a CHRISTIAN there is so many bias blogger,news caster,etc...
all i want is piece to both of them

to all JEWES,CHRISTIAN, please respect our muslim brothers and sisters. Because you dont know the true meaning of ISLAM",audience/commenter,peace,,,,
UgwObML0TJH_EmEjf-B4AaABAg,"Shame on any official member or entity who supports the on-going genocide and not taking action to STOP IT! SHAME, SHAME, SHAME! Remember, silence means being complicit 🫣
Imagine if it is your family, but I hope not! 🥹",,,,,,
UgyAs4Wni4qm5J_fTAJ4AaABAg,Barukh Attah YAHWEH Eloheinu Melekh ha olam hu Yeshua ha Mashiakh Adonenu tsivaot!! Elohei Avraham yitsakh ya'akov Israel!! Shomer yisrael!! Halelu-YAH!! Israel khai!! Beshem Yeshua ha Mashiakh Adonenu le olam waed!!,,,,,,
Ugy_ICm0O1Gbt7KcSWB4AaABAg,"This isn't what happened.  A company in Hungry bought bought the rights to manufacture and sell pagers under the Taiwanese Companies name.  The pagers were never in Taiwan.  They were likely a shell company for whatever militant/intelligence group that conducted the Terrorist Attack/War Crime.  The website of the company, BAC, is still archived on the wayback machine.  Their marketing made it look like they were also targeting Environmentalist Groups and Crypto Bros.",audience/commenter,information,audience/commenter,audience/commenter,,video creator
Ugxb-jghzdhR6KgmVvx4AaABAg,"Every fking time destiny respectfully shows Frankenstein is wrong. He immediately interrupts and starts to get abusive immediately because he can't handle being wrong for a second because he is a psychopath. It's a key psychopathic trait, first to speak calmly and secondly to very quickly get extremely aggressive.",,violence,,,,
Ugx1syCwxlfeYp4wb_N4AaABAg,Be careful you will go like the Boeing man went - Your courage to speak up will be a light for many others. I have Jewish friends. No one race is all bad. 🙏,audience/commenter,information,,,video creator,
UgyzN-Oa5KxC428uZwV4AaABAg,"Izrael – is it Izrael’s or Palestinian (Arab) name? The history of Izrael shows that this name is  4,000 years old. There has never existed any ethnic group or nation called Palestinians. Cannot be mixed with Philistines who came from the area of Greece. Ha Shem said to Abraham to move from Ur to nowadays Izrael and to BUY the land in Beer Sheva, then Izrael tribes spread throughout the whole area, Jews were then under the king David, Salomon and many other kings.. Abraham had a son Izak and Izak had a son Jakob. Ha Shem changed Jacob’s name to Israel, meaning ‘let God-Ha Shem prevail.’ Ha Shem then promised Israel that all the blessings that had been pronounced upon Abraham’s head would also be his” (Russell M. Nelson, “Let God Prevail,” Oct. 2020 general conference [Ensign or Liahona, Nov. 2020, 92]).",audience/commenter,information,,,,
UgzCpiD8eWMkR1wSWEp4AaABAg,"I AM 90 YEARS OLD i LIVED AND GREW UP IN WHAT WAS CALED British INDIA
efore thatit was ruled by Muslims and Later Moughals.
Portugeesealso hd a part of INDIQ.
iT IS CALL ""dIVIDE AND rULE""
In case of India nobody's fault. The Indians vaulentarily give away their land. (Even women as comfort women)
So I left India, and now live in the LONG beech USA California.
Iran, Iraq, Quatar, and many more are a part of DIVIDE AND RULE.
I define my existence as follows
""I am a Hindu on the Run>"" Now the good news
All my enemies are dead.  My father encouraged me. He told me we are not indegenous to INDIA. we are nomads. The truest capitalist's of them all
WE go where the action is.",,,,,,
Ugz908Xn0Fjj8vyu1it4AaABAg,"Do you think it all momen Started on OCTOBER 7th?
هل ظننت أن كل شيء بدأ في 7 اكتوبر؟
مجزرة دير ياسين 1948
 Deir Yassin massacre 1948
مجزرة الطنطورة 1948
Tantura Massacre 1948
مجزرة قبية 1953
Qibya massacre 1953
مجزرة كفر قاسم 1956
 Kafr Qasim massacre 1956
مجزرة رفح 1956
Rafah massacre 1956
مجزرة بحر البقر 1970
Bahr El-Bakar massacre 1970
مجزرة صبرا وشاتيلا 1982
Sabra and Shatila massacre 1982
مجزرة الخليل 1994 
Khalil massacre 1994
مجزرة جنين 2002
Jenin massacre 2002
حرب غزة 2008
 Gaza war 2008
حرب غزة 2012 
Gaza war 2012
حرب غرة 2014
 Gaza war 2014
حرب غزة 2021
 Gaza war 2021
حرب غزة 2023 
Gaza war 2023
اقرأ عن الإبادة الجماعية للفلسطينيين
Read about the genocid of the Palestinians
لقد كرر التاريخ نفسه مرات عديدة على مر العصور
History has repeated itself many times throughout the ages
Do you still think that it all started on October 7th?
هل لازلت تعتقد أن كل شيء بدأ في 7 اكتوبر؟",israel/israelis,violence,israel/israelis,palestine/palestinians,,
UgxDeMhuyli6vCxeXV54AaABAg,"Its like theyre not even trying to form a conversation, let alone a debate. Every point that the guest makes they have to make an obnoxious counterpoint irrelevant to the original question.",audience/commenter,information,,,,video creator
UgwUH44ZEtGe6k7ULf14AaABAg,"Non binary uni students chanting ""from the river to the sea"" 

Why is this so accurate 😅 jokes aside I will never stop protesting and boycotting. I don't care about being called an antisemitic 😅 it's a threat less name now because the professional victims cried wolf too many times",audience/commenter,rights/freedoms,,,,
Ugx6z4YYsq3PB7_OPoV4AaABAg,"By lobbying to influence U.S. votes and resolutions at the United Nations, often siding against Palestinian interests, AIPAC has undermined international efforts to promote a peaceful resolution to the conflict through the United Nations.",,peace,,,,united states
Ugx_yY6WT_KNYBS3NhB4AaABAg,“friendship between the two states?” the west recognizes one for its own benefit and not the native one for the same reason. the settler colonial “state” and the native land and people’s state cannot be friends.,palestine/palestinians,rights/freedoms,,,,west
UgzCJUSifKqLhmAYma94AaABAg,A guy went to prison in Australia back in the 90s for advertising a way to cast a valid vote without giving tweedledum or tweedledee a preference. It was a legal way to vote but it was illegal to tell people about it.... just saying....,,,,,,
Ugwtz8GFQI2lsKuJZfZ4AaABAg,That's not true that's the biggest lie I ever told there was no Christians in Palestinian land before World War II Jews didn't it was not invented remember the word itself Israel became in United Nation Assembly 1947 and was adopted in 1948 officially Israel was created so all this was pre-tax justification for the Germany committed the war crime they found a way to move people from Eastern Russia into Palestine promising the brand new land name Israel and the process was born so the whole intervention of a Israel is the payback to the Germany for the war crimes so but basically means Germany and Russia they created so-called Israel to wash up their evil sins committed atrocities in World War II,,territory,united nations,jews,,
UgxiOBSj2dZH7AoX_2x4AaABAg,All three of these clowns are fake Christians. Ken is correct about the Israeli/palestine subject but he’s clearly a few sandwiches short of a picnic on other subjects.,audience/commenter,information,,,,video creator
UgxyGQrF0m1lJB169Ip4AaABAg,"In the concept of Freedom of Speech, therein also lies the detail that dueling was still rather popular. So that if one person were to be a complete nutcase and say the worst of the worst things, some OTHER absolute nutter would smack them with a glove and challenge them to a duel of swords or pistols at dawn. I'd say that this practice should be mandatory for Free speech to become unchallenged in the future.",,rights/freedoms,,,,
UgzePTKQaFPQgmQ25Wp4AaABAg,Come on guy's this not about me or you it's about God and his gift of salvation meant to save the life of those he created. No exclusions. For God so loved the world the he gave his only begotten son that whosoever believeth in Him should not perish but have everlasting life. Eho soever shall call upon the name of the Lord Jesus Christ shall be saved. This is the power of God unto salvation to the Jews first and also the Greek. Today is the day of salvation so just ask and believe in God and he will give you peace 🕊️ through the gift of his Son. Born again Christian 's. Freedom in Christ Jesus. Now you're in the church and you can power from the Holy Spirit to share the gospel. ❤❤❤❤❤❤❤❤❤😊,,peace,god/allah,jews,,
UgwU5XL0iMdCYqiqYXV4AaABAg,The land of Israel never belonged to the “Palestinians”. The so-called Palestinian claims to the land of Israel is a modern lie. The Palestinians are simply Arabs who are mostly followers of the cult of Islam. Before the modern period the Arabs in Israel were under the control of the Turkish Ottoman Empire.,arabs,territory,,,,arabs
UgyL0OMjOzXFie0VSVx4AaABAg,"Oh, Lord, our Creator, holy Father, Savior, and God of Israel ... You know all about this, You reigns over this universe, You are in control, You know what the enemy has done to Your people, and what they still are doing, they have captured many of Your people, and are holding them still in captivity for over a 100 days already ...   Lord, You are still in control, You know what You are about; ... Lord, according to Your purpose and will, please be with all the hostages, comfort them, embrace them, let them still have Your love, joy, peace, and hope  amidst their dire conditions now ... Lord, if Your are willing, please let them go home safe, and soon, to their families ... 
Lord of all, may the nations know that You, the God of Israel, is the God of this universe, when they touched Your people, they are touching the apple of Your eye; they will not go unpunished ... after all of this, may Your name be known and be glorified among Your people and among all the nations in the world... 
may Thy will be done on earth as it is in heaven, Lord, ... Thank You, Lord, for hearing this prayer ... amen.",israel/israelis,security/safety,god/allah,israel/israelis,,
Ugyd_rmwHBHJK-Y7g-F4AaABAg,"Under emolument - 1 - 9 - 8 clause - 
It would appear that Jared commingled the House of Saud's King Title - 
to the Warthog - 
thus making Drumpf agent Orange -
a federal emolument loophole ? - 
and a hairy situation - 
However - 
I should say that the ability to form alliance is critical to U.S. security - 
and Iran is suspect nuclear ready to launch against Israel - 
So in fact -
it may have been a deal of protection to U.S. and allies - 
Still  why did  the furrier get the deal ?
Raytheon has citizen shareholders -
Because the furrier knew that the Muslims would ""turn"" - 
would Raytheon have stalled the laser deal to Saud ?
I am going into the future - not a second guess about
the past - The furrier may have Saud blood - 
Nonetheless - the furrier set the Warthog up - 
because that deal is impeachable and the furrier
cut a deal with the Democrats for future pardon -
Hell has no fury like a woman's hole in one ! - 
Furrier figured on the political voting scrutiny
on the laser deal to Saud ! He figured that
the public would turn to Harris to negotiate
in legal detente to surrender military nukes
that which the Warthog failed to do under
his administration-
 to the best of my knowledge !",united states,security/safety,,,,
UgyUDWBlt0pA-kRVntl4AaABAg,"DON'T BE FOOL! For those who play poker, it's easy to understand, Hamas has a Royal Flush.  There is no reason for Hamas to make a concession.  Hamas does not need any other playing cards.  The life, destiny, living or dead bodies of the hostages will NEVER be returned if Israel does not leave Gaza.  They will go MISSING FOREVER.  There is no chance of a temporary truce, ceasefire list of hostages alive or dead.  The US and Europe STILL do not understand that Hamas is in Gaza SOLELY to attack Israeli troops, HAMAS IS NOT IN GAZA to ""protect"" civilians...once this is understood, then the US may consider Hamas MORE serious.",hamas,violence,hamas,israel/israelis,,
UgymPo6OUKDETbUTkDp4AaABAg,"How weird that these hostages were saying exactly what hamas want them too, how many reshoots were there until hamas social media team was happy with it? Because the hostages didn't look happy and we know how it ended for them. How anyone can support palestine I dont know it disgusts me",audience/commenter,information,,,,hamas
Ugzm7fywoNe9qSlHg3V4AaABAg,This is terrible biased reporting. India is fighting China over Ladakh. According to this report India should give up and walk away. At least Indians living in the region have a place to escape. Palestinians in Gaza are trapped unless they swim or take boats out into the Mediterranean. The same boats the EU sinks with all aboard left to drown.,palestine/palestinians,security/safety,,,,
UgxOnN3_ooCMCuP1Vhp4AaABAg,So glad that the hostages weren't harmed more than what is inevitable from being kidnapped..and none of the propaganda from Israel's side turned out to be true,,information,,,,israel/israelis
UgzjIBu_5Od3xvtbVnh4AaABAg,So what he’s saying is if Hezbollah fires missles to Israel and they respond - it means Israel wants to escalate the war?? If they seriously want to stop the killing they would’ve released all the hostages by now. But it seems like they want the killing to continue by  keeping the hostages which think everyone has forgotten about how this all started ?,hamas,violence,hamas,israel/israelis,,israel/israelis
Ugwgbvu3vUa5ZZ7DiI54AaABAg,"DONT B AFRIDE LADY U ARE JUST A  GOOD HUMAN GIVING FACTS ABOUT WHAT GOING ON IN GAZA BY THE HANDS OF EVIL?(THE ZIONIST APARTHEID STATE ..USA..UK..THE WEST AND THE ARABS STATES)
.",audience/commenter,information,video creator,audience/commenter,video creator,
